userName,score,at,EnglishTranslation,BERT_Sentiment
Pengguna Google,5,2025-03-07 01:00:51,Cheap prices cheap selective postage select goods abal abal profit.,Negative
Pengguna Google,5,2025-03-14 09:16:28,Shopee online shopping is not afraid of safe control guarantee money according to free goods. Thank you Shopee,Negative
Pengguna Google,1,2025-03-09 10:51:08,Delete the value of the courier star wrong click the star nmun fitnya how does Shopee change the value of the courier to the wrong love star,Negative
Pengguna Google,1,2025-03-03 08:15:10,Sell ​​Dishopee Disappointed Rim Spx Express Cod Ga Cheap Gresik Gresik Surface Gaada Banget Banget Report Sampe x CS Shopee Answer Template Banget Ga Want to Solution also Sell Banget Sell Take Cut Sell Ga Maen Shopee Layan Bad Banget,Negative
Pengguna Google,5,2025-02-28 07:42:10,Satisfied Shoope Safe Shopping for Economical Amanah Moga in front of Shoope Successful Good Buying Moga Mandate GK GK to Buy a Lots of Sale Vocer Discounts Yes Shoope,Positive
Pengguna Google,1,2025-03-08 14:48:03,ugly oath people playing games appear first to be silent or not open apk game Appears bacot correct account selling name Mart appears promotions Selling or no time I play games Appears,Negative
Pengguna Google,2,2025-03-13 00:33:51,Send Shopee Sen Item Date Estimated Tomorrow Date Check Estimated Tomorrow Date Check Estimation Date of Sen Cent,Negative
Pengguna Google,1,2025-03-01 23:26:52,Sen goods fit the activity of the house for the house for a banned shope shope shoppe as it is not bad for the voucher of the discounted voucher,Positive
Pengguna Google,2,2025-03-04 09:40:08,"Honestly, this is a super delivery application so it's too late to send a shopee quickly send it",Positive
Pengguna Google,1,2025-02-24 04:50:28,"The error system is not good, I have already completed the connection, but it still doesn't bill, then the system doesn't open, it's not open, it's not like to pay from the Ministry of Kemrin before I haven't been paid for it, I don't have to go to you, I haven't paid for a fine.",Negative
Pengguna Google,1,2025-03-16 16:37:18,Since the message is because it cancel the courier shopping courier payment method COD good constraints here are disappointed using Apk here ugly x items Selling alas not subscribe,Negative
Pengguna Google,1,2025-03-14 14:34:07,not log in hp verification qr from cell phone split screens dislodged not using logs in no cellphone via WA. Just make it difficult to make it complicated,Negative
Pengguna Google,1,2025-03-13 23:58:07,Sen Farfume dates to march until they will not be able to catch a dc logos warehouse of the former gw btuh profitability Pay method Cod ga was was was money gw gtu gtu aja,Negative
Pengguna Google,5,2025-03-05 17:23:21,Shopee Courier Fast Sometimes Slow Multi Paylater Pay Expedition options Choose thank you Shopee Moga Layan Langgan,Neutral
Pengguna Google,2,2025-03-04 04:42:35,Please Shopee who shop using the shopee plus promo in the bright system cancels a suspicious indication actually normal shopping,Negative
Pengguna Google,1,2025-03-02 13:39:40,Shopee Disappointed Wait Sunday Package Lost Package Alas Package Wrong Path Send Week No Dateng Dateng Back Dana Ga,Negative
Pengguna Google,1,2025-03-02 20:49:54,"Huh, I also shop for the account, how about the account, how come the account is just the account, why isn't the limit account if there is a voucher voucher if the end of the boundary account is disappointed.",Neutral
Pengguna Google,5,2025-03-03 13:08:52,"Thank you, the developer apk shopee is really satisfied shopping for the main cs, the main satisfied, please, please buy a naughty shop, buy it, send it blocked according to, of course shopee, thank you",Negative
Pengguna Google,5,2025-03-09 07:48:19,"Shopping delicious simple discount, the price is cheap, the best shopee thank you shopee happy shopping",Positive
Pengguna Google,1,2025-02-26 02:42:26,"Mrs. Okay, but every checkout always write messages in canceled because detection of unnatural actions is as a result of ordering items.",Neutral
Pengguna Google,5,2025-03-16 02:35:38,comfortable shopping dyshopee to reach the house help voucher discount,Positive
Pengguna Google,4,2025-03-10 16:48:13,For Shopee Check Out Not Using Dana Vouchers Appears Suspicious Activity Promo The writing account doesn't know,Negative
Pengguna Google,5,2025-03-05 12:04:35,"good online shopping, the shopee discount is easy to claim important shopping shock free discount ongkir guarantee safe",Positive
Pengguna Google,1,2025-03-15 23:37:03,"Sorry, the star is to withdraw the Shopee Responsive team to follow up on the funds for Shopee Disappointed",Negative
Pengguna Google,2,2025-03-02 15:33:59,Sorry Ya Shopee Ku Love Star Gak System Cancel Order Emang Direction Download Shopee Shopping Voucher Yes Benefits of Disappointed,Negative
Pengguna Google,1,2025-03-09 11:17:20,Stupid applications have been blurred by the cone.,Negative
Pengguna Google,1,2025-03-14 02:26:36,"The Trash Application of the Account does not enter because the phone number is dead cs times, just change the phone number, it's not really disappointed that the shopee garbage application just delete the application, it is not very important to use a good tokopedia using shopee trash",Negative
Pengguna Google,5,2025-03-02 01:31:43,good fast only the location of the location sometimes please push the push the panic confirmation of the panic accidentally pushed,Neutral
Pengguna Google,3,2025-03-14 09:55:57,SHOPEE SHOPEE APPLICATION SERVICES SEND END MES,Negative
Pengguna Google,1,2025-03-06 06:58:41,"For Shopee, the Shopee Application Paylater feature Gopay borrowed, Assisting Apologies Love Frozen Account Pay Oddly ACCOUNT ACCOUNT TRY RECOVERY ACCOUNT ACCOUNT SKG SOLUTION RECEVERS",Negative
Pengguna Google,3,2025-03-14 12:36:39,"Yes, now it's a lot of time again, the chat shop is overloaded, if you overload it, it's not the psen package, but it's like a pocket, sending spx psen, you send it, ok",Neutral
Pengguna Google,1,2025-02-28 00:38:49,"the system is good, change the rating of the house, the contents of the people are cooking cm because the address of the wifi calculates the account, the account is ngada y co.",Neutral
Pengguna Google,3,2025-03-15 02:25:14,Estimated Send Please Change Sometimes Choose Shopping Needs Basic Basic Estimated Tera Bright Examples Departing Tera Estimation Sending the middle of the Street Road Change Strange for the Slow Cashback Embacing Guarantee Program,Neutral
Pengguna Google,3,2025-03-12 12:06:23,"the apps, min, see the road transaction or not even though it has updated the order, it's not dizzy",Neutral
Pengguna Google,5,2025-03-10 06:19:37,Shopee Shopping Disappointed Consumers Order goods according to Near Shopee Blocking Trade using the Shopee application,Negative
Pengguna Google,5,2025-03-14 07:50:07,Shopee Mantap Shopee Different Erti Langgan Sending Items Neat Info Send COD Free Postage All Products Selling Takes T O P Dech Moga Shopee Jaya Moga Shopee Ok,Negative
Pengguna Google,5,2025-03-09 09:03:18,like shopee free postage send fast cheap items if check out waiting for the evening hours so that it is free shipping hehe,Neutral
Pengguna Google,5,2025-03-03 00:48:14,good shopping solution happy shopee good solutions I love you shopee is cool shopping shopee loyal friends shopping shopee,Positive
Pengguna Google,5,2025-03-13 07:39:37,sometimes the send is slow slowly the free shopee voucher warranty,Neutral
Pengguna Google,3,2025-03-15 12:15:28,"Shopee Food service is very difficult to get a driver I mean x fail to be able to get a driver, please make the option already not can be can be canceled directly automatically consumers",Negative
Pengguna Google,5,2025-03-01 12:29:02,"ok ok lower please free postage, yes, like split the postage at least shopping for postage, k k ki biyaya serving anyway ah",Neutral
Pengguna Google,3,2025-03-14 03:28:47,Delete the shopee application shopee application download the annoyed feature of the messenger to pay shopee minutes download the road here is bad,Negative
Pengguna Google,1,2025-03-14 18:34:53,Shopee please be good for buying expensive things bget gk bs cod knp shopee gk good quality shopping online crazy yes take profit,Negative
Pengguna Google,1,2025-02-23 10:27:42,Dengerin Pt Shopee duty duty please send packet finished nexs order items please help consistently make me disappointed x meet tomorrow ya tomorrow for a long time ago,Negative
Pengguna Google,1,2025-03-11 04:04:22,"Send it disappointed, please share the ship, select using JNT, don't use the SPX.",Negative
Pengguna Google,5,2025-03-03 14:00:41,Easy cheap service promo less check shops for sale so as not to trick the physical price of the trade,Neutral
Pengguna Google,1,2025-03-13 15:39:46,Blocking feature for Halo Shopee Process using reports for the Shopee application Send Message,Negative
Pengguna Google,5,2025-03-06 03:26:38,the essence is good to the application of the tree is the help of goods and hopefully the light aid tiktok,Positive
Pengguna Google,1,2025-03-15 13:38:56,"It's hard to return to pay, gahahhh my courier, I receive that the package is already x loo, the complaints are the natural recommendations, but there are many ad",Negative
Pengguna Google,1,2025-02-25 21:21:32,Ready to Shopee Big Ramadan Update Application Update Application Update Makes Annoyed Install Install Expensive Shoffee Update Business Application Kali Update,Negative
Pengguna Google,5,2025-03-02 19:30:55,Sometimes the shopee is open to the auction cake and sometimes it appears to be a bit of a hassle when it comes to it when it comes to shopping for the sake of sitting sweet and,Neutral
Pengguna Google,1,2025-03-15 10:26:07,the apk is good for selling shops in accordance,Positive
Pengguna Google,1,2025-03-15 11:05:57,what is the account of the base of the deception Alas wrong for vouchers to make an account just buy items,Negative
Pengguna Google,1,2025-03-10 05:57:52,Really correct the COD feature of death x Cancel Package Package Accept if playing games now hard Shopee planting funds do not claim coins to watch live activities suspicious activities don't do it.,Negative
Pengguna Google,5,2025-03-08 23:34:31,"Just a suggestion, Shopee, please have a feature to find images and search for items, the Item Motif Ken Item, looking for items, Memu, Gathering, Clearly, please Shopee, there is a search feature",Negative
Pengguna Google,1,2025-03-16 00:25:48,please act ki dc bah lots really work smp a maps map,Neutral
Pengguna Google,1,2025-03-13 05:48:43,"whether to pay for the item, the item is not if you order the shopee fail to be safe, it's good, it's not necessary to need it, so I live it.",Neutral
Pengguna Google,5,2025-03-05 11:08:49,happy shopping for a variety of products friendly prices for fast delivery from Wakyu Estimation of Selling Friendly,Positive
Pengguna Google,1,2025-03-12 05:07:04,Message Mes Masalh Full X Mes Through Estimated Tang Full Alas Buy Book Package House X Pes House Book Body Lotion Vaseline Reject House Day Home,Negative
Pengguna Google,5,2025-03-08 05:30:26,Live online shopping discount free shipping items complain satisfied.,Neutral
Pengguna Google,5,2025-03-06 04:38:29,"Use the Shoope application Alhamdulillah, sometimes the item is in accordance with the message",Neutral
Pengguna Google,5,2025-03-02 13:56:19,"Shopee supports sometimes the employee's courier house quickly knows that the account is or not, please please shop well",Neutral
Pengguna Google,1,2025-03-08 05:30:11,how to make a promo if you get rid of it to be a cs for a minimal solution if you love to buy a buy -in -to -buy.,Neutral
Pengguna Google,2,2025-03-13 14:45:38,"Can you open the video application, please please the home page, thank you for the pop up",Negative
Pengguna Google,1,2025-03-10 16:41:32,x just a lot of advertisements ngeselin really swear if rich gin to lack the price of promotional products loses lazada,Negative
Pengguna Google,3,2025-03-07 04:23:07,Buy Pulses Failure Cantum No Change People Number Except Change Weird Change Loss Credit Enter No Disappointed System Change Number,Negative
Pengguna Google,3,2025-03-15 18:35:42,Customer Service Work Gak SH SH service to Customize Complain Pay Virtual Transfer Difficult Customer Service Servicing Chat Tele Tele Muter x Not Selling Difficult Customer Service Shopee The response is mobile x give the number call canter batteries,Negative
Pengguna Google,5,2025-03-15 08:14:27,"I used it, thank God, the shop service was forced to shop for buying goods at good quality prices",Negative
Pengguna Google,4,2025-03-11 08:56:40,please min,Negative
Pengguna Google,4,2025-03-04 01:14:00,"shopee again, there is a package of the name of the cellphone number, the cellphone number is not a cent, my friend's item is also not blanged shopee, send a package, please shopee",Negative
Pengguna Google,5,2025-03-14 05:40:39,"I really like to use shopee, not shopping for Shopee Platform Spinsers, no constraints, borrowed dininjam, difficult to spiny and fail to reject it, not to qualify, not to pay late for spaylators, Shopee, please,",Negative
Pengguna Google,2,2025-03-12 01:25:25,If you do not have the intention of discovering the discount on the shoppe shopping for the discounted discounted discounted the vocer disconnected vocer is canceled the intention of the disconents of the disconter.,Negative
Pengguna Google,5,2025-03-03 13:45:03,Easy Shopping Goods Difficult to Find Shopee Trmksh Shopee Send quickly the process of buying complicated items buying according to the photo,Neutral
Pengguna Google,1,2025-03-11 00:11:07,"the good here is severe rim via spx the end, send a sale, please sell good expedition like a severe expedition",Negative
Pengguna Google,5,2025-03-16 16:49:40,I like to shop at shopee easily send fast always updated the pick up easy process Package Love You More Shopee,Positive
Pengguna Google,1,2025-03-03 07:59:11,"Shopee shopping for a month's message does not appear to appear to be the new Shopee app, just just come out of the cache.",Negative
Pengguna Google,5,2025-03-05 12:21:15,Shopee Shopping Help Needs to Eat Household Appliances Complete Claim Vouchers Free Postage Cut Prices Great Prices,Positive
Pengguna Google,1,2025-03-02 16:00:33,"times the account enters the shopee list bad time, the notification of the account, the account of the communication is confused about the wrong co.",Negative
Pengguna Google,1,2025-03-02 01:39:17,"Use SAFE SAFE SHOPEE, just send items",Positive
Pengguna Google,2,2025-03-14 06:07:32,"Trust the spx shoppy courier the order package between the northern nias courier of Tuanemberua sub -district head of Banuagea, the person is lazy, for example, the package takes the warehouse, the shoppy is notified in the inter -courier process, saying the postpayment package is to rend you,",Negative
Pengguna Google,1,2025-03-15 09:48:35,Kali Ramadhan really sent a voucher claim to run out of a professional goods.,Negative
Pengguna Google,5,2025-03-06 10:30:24,"likes to shop online buy directly for tired if you buy better shopping online, not complicated to sit sweetly, receive a payment package",Neutral
Pengguna Google,3,2025-02-24 14:23:24,how come the spaylatter is or not even though it hasn't been due,Neutral
Pengguna Google,1,2025-03-02 20:57:53,"Server error is really good, the signal is smooth, just lazy Astagfirullah shopee apk is really heavy, the signal is smooth, please easy people to coy people",Neutral
Pengguna Google,5,2025-03-12 06:40:42,Help Shopee Expedition Easy Mes Items Live Location Believe Goods according to Return,Negative
Pengguna Google,1,2025-03-05 07:17:03,"order items when using spx courier saving using spx standard courier delu saving in West Java, the store is expensive, standard",Neutral
Pengguna Google,5,2025-03-10 11:56:53,"Shopee is good suggestions Shope, please sell gold, so it is reasonable, so please remember to sell active months, please be inactive",Negative
Pengguna Google,1,2025-03-16 09:57:08,For Shope Shop for spx employees a lot to eat blind salaries of my package until I send spx to choose the spx to my spx,Neutral
Pengguna Google,1,2025-02-28 04:26:15,"DL already ok, why don't you open the shopee directly if you open the shopee, just the main page of the veranda, don't bother for the video dl bgt",Negative
Pengguna Google,1,2025-03-12 07:56:42,I swear what Shopee application is a bad online shopping application shopee application ad application like a virus. Click Entry,Negative
Pengguna Google,1,2025-03-12 12:31:16,Member Platinum Shopee Meter tp Free Postage Minimal Application Lot,Positive
Pengguna Google,1,2025-03-07 08:27:52,jenk very very cs his help solutions to your exhopes also also go down if his workwork is working,Negative
Pengguna Google,3,2025-03-05 12:54:06,yesterday it was good so that the package was cod but the package arrived neatly then not since the plow account eeh when opening shopee ordered not cod again why is it clear I hope the account is cod again because of many skli pes,Negative
Pengguna Google,4,2025-03-13 12:18:41,"Send quickly packing neat goods, original hanging items for sale but not complain about cheap kirir, friend",Positive
Pengguna Google,1,2025-02-23 00:16:17,ACCOUNT EMAIL APAIN LOG OUT LOG IN HP EH VERIFICATION OF WOY SHOPEE FACE SHOPEE YOU CAN'T KNOW CO PAKE VOUCHER SUBSCRIBE CO if the voucher is not safe to be safe,Negative
Pengguna Google,1,2025-03-15 03:29:22,"no already list the login change the password, write the problem system like deliberately so it doesn't log in weird",Negative
Pengguna Google,1,2025-03-12 23:42:54,Prices Tickening Promo Price Check Out Tera Price Up Cut Discount Spay Spay Topup Spay discount discount disappears,Negative
Pengguna Google,1,2025-02-24 02:15:15,Orders Always The Buyer's Buyer Rejects the Order of Houses I Distribution of Goods In the Bombing Bombing Houses Ad Bright Penbeluk Reject Poor Message,Negative
Pengguna Google,5,2025-03-12 14:50:22,"Suggestions Yes, try to trade carefully again, the items send it now for deer goods, thank you, thank you",Positive
Pengguna Google,4,2025-03-13 07:47:37,sometimes open directly in shopee videos looking for items like to play videos of spending quota sometimes the video doesn't match the storefront,Negative
Pengguna Google,1,2025-02-24 07:57:25,Buy Items Application Method Shopeepay Balance Goods Price Order Select the Shopeepay Method of Balance Notification,Positive
Pengguna Google,1,2025-03-09 06:28:14,SPX Surabaya Courier Please Fire Cooking Courier Status Antar Send Expedition Surabaya Warehouse Package Courier Courier Playing Mobile Legend Games,Positive
Pengguna Google,3,2025-02-24 04:58:54,"Please send the shopping slowly, buy a connecting courier.",Negative
Pengguna Google,1,2025-03-06 01:58:34,can't open it can't order a stable nets of the internet package,Negative
Pengguna Google,3,2025-03-15 06:40:24,Phone on behalf of Shopee Salah for Photo Review of Threaten to Buy Shopee Account Active Threaten Shopeepay Later Active Shopeepay Later What Boed Dishopee PLEASE PLEASE ACTION SHOPEE KNAH BETURNING LOSS,Negative
Pengguna Google,5,2025-03-02 08:49:17,like to shop at shopee because it's easy to order a city of goods in hours,Positive
Pengguna Google,3,2025-03-02 00:51:10,Order Cancel Uda Cook with Shopee Uda Pake Shopee jg aq to good system Subscribe system Subscribe to,Negative
Pengguna Google,5,2025-03-01 01:38:12,"Easy to shop, it's good, it's lazy, the shop is, you suggest downloading shopee maa shaa Allah is really good",Positive
Pengguna Google,3,2025-03-12 07:46:44,The cooker selling store store smoothly floods the barrapes of the barrelet of the firstfthing forest day,Negative
Pengguna Google,2,2025-03-09 05:11:37,shopee focus on selling does not make the expedition very slow send spx message on March on March did not reach my goods for example the Sunday jnt until sometimes reach the reply of my rating most sorry only only,Negative
Pengguna Google,4,2025-03-12 10:49:38,"Please Driver Shopee Instant Express likes to find the fees for parking sellers not parking where you report to be quiet, order because the rating is ugly but the victim is sorry, but the name is not just cheating the name of the person",Negative
Pengguna Google,2,2025-03-09 14:37:17,"Send please Surabaya Jombang, the postage is cheaper, Surabaya, Tulungagung, the postage can't be changed",Negative
Pengguna Google,5,2025-03-16 00:34:01,good application good product but selective select a steady trade spinagers but not used,Neutral
Pengguna Google,3,2025-02-28 13:23:12,Shopee is actually good CO uses Automatic Discounts to Cancel Shopee Suspicious activities using vouchers according to the langgar can be browned then shopee,Neutral
Pengguna Google,2,2025-03-04 11:20:26,Shopping Cancel System Ilegal Transaction Woy Buy Rice Sugar Pay Pay Shoope Plus Klau No Pack Coupon,Negative
Pengguna Google,1,2025-03-04 04:42:09,"Shopee, just a moment, it's good to be damaged, the item is not the address of the Eid goods",Negative
Pengguna Google,5,2025-03-05 09:29:41,"I feel at home happy shopping application dear shopee point shopping price of goods requires an example of shopping points for the price of the price below, the shopee is okay love",Positive
Pengguna Google,5,2025-03-04 12:14:56,"Okay, the main goods yesterday received the tara fund back easily, it was really easy to return the courier to return to the seller, not, my funds were easy to shop online",Neutral
Pengguna Google,5,2025-03-02 21:49:36,LAG HAND APPLICATION HANT COST PRICE MOVING SUPPORTING APPLICATION APPLICATION,Neutral
Pengguna Google,1,2025-03-15 23:34:06,"not interested in active account, what's the account, what's the date, change the middle message, change the middle message",Negative
Pengguna Google,5,2025-03-13 04:57:00,Easy Shopping for Complete Cheap Expensive Items Just according to the need to be able to be able to quality advertising leih reality responsibility,Positive
Pengguna Google,1,2025-03-12 07:00:24,"SHOPEE DAMAGE Enter the WhatsApp number, just don't tell to contact the customer service number, please shopee, the bug is really comfortable",Negative
Pengguna Google,1,2025-03-02 03:00:17,"Shopee Paylater Error Pas Pay Pay Buy, please not bug bug bug bug bugs of functions applications",Negative
Pengguna Google,4,2025-03-07 13:40:50,"really the constraints of the shopee service are bad yesterday co co, don't you change the name of the shop, not chatting, good",Negative
Pengguna Google,5,2025-03-08 21:29:28,Assistance application for buying and selling please shoope commitment less fake goods according to product drawing product description,Negative
Pengguna Google,4,2025-03-08 20:29:31,the apk is good if the process of sending courier goods cantumin courier number so that the news is the news tracked the process of process between cantumin courier numbers so that joss mesan sends then update the slow message week package until,Neutral
Pengguna Google,5,2025-03-14 01:39:34,Love the Sorry Sorry Shopee YHHSI KNP Shopee Application Now CLOSE COD COD YH COOD COD EXPEDITION YHSDH CLOSE BGTU PAY VIA PAY VIA DRANDS LGI SUDH DRI WEEK TRLMAT,Negative
Pengguna Google,3,2025-03-12 14:39:54,"Shopee Skarang Lot Error, how can you see the message ga application smoothly watching youtube smoothly, hopefully follow -up fast",Negative
Pengguna Google,1,2025-03-02 17:55:48,login ngp knp about the phone,Positive
Pengguna Google,2,2025-03-11 05:43:32,"vocer gtw the moment I got a vocer gtw, min order rb rb, min order rb rb used when you use it again or min order again rb tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw tw",Neutral
Pengguna Google,4,2025-03-09 14:04:39,"Hello sis, the Shopee application is hard to open the Shopee, not responsive to the update, the chat is, please help you, you have a difficult information on the Shopee ordered information",Negative
Pengguna Google,1,2025-03-03 17:05:57,Disappointed Shopee to get Ramadhan Sale promo vouchers automatically install but can not use the payment system saying a suspicious transaction account for shopee to give a voucher not to use gimmick for the Ramadhan Sale promo for the Sale promo,Negative
Pengguna Google,1,2025-03-04 12:24:00,please send the service to send the spx express slow order the goods estimation date the application date is like please pay attention,Negative
Pengguna Google,5,2025-03-12 11:00:37,"please send a good standard spx because the standard spx is slow estimation, of course, buy fast standard spx standard estimation of course I am fast estimated, of course thank you",Positive
Pengguna Google,2,2025-03-02 21:51:05,"BLH Honest Shopping Shopee Happy But Ah, Shopee makes tantrums and I have to shop, the account is still affected by a reasonable spending, but I have a voucher, but I will be violated so I don't want to shopee, not to make a voucher, I use a violation that I don't use the expensive price, the Shopee",Neutral
Pengguna Google,5,2025-03-12 10:24:59,"I don't like Lot Super, just click the item, just throw it away, I will be forced",Negative
Pengguna Google,5,2025-03-15 06:28:56,Sometimes the message is sometimes satisfying the front regenerates,Neutral
Pengguna Google,2,2025-03-06 22:12:32,"bro, the problem is, just wait for hours to change the option to send the loading, it doesn't appear",Negative
Pengguna Google,1,2025-03-07 10:25:18,"Please hurry up and read the address, change the change, change, please copy the option to change the address, uncomfortable, the package is uncomfortable",Negative
Pengguna Google,3,2025-03-02 14:19:41,Bang bang kg wrong sometimes like lag bng gua pangen shopee link is available where i can read comics jahyun sung jin woo is a hot set of kg deliberate click on auto moving web apk bng native already in terms of bed tp clo antum,Negative
Pengguna Google,5,2025-03-07 14:11:53,Like Shopee Shopping Goods Find Easy Practical Cheap Items Quality Hanging Lerah,Positive
Pengguna Google,4,2025-03-03 21:39:01,"Easy to find it requires a loss hand fee at the beginning of the hand, download the cost of hand shopping costs",Positive
Pengguna Google,4,2025-03-09 20:24:32,Overall Good App Minus the cost of plus shopeefood here just like the app pretty heavy sometimes ragging yesterday the app is a problem immediately responded to the shopee solution until the app is correct,Neutral
Pengguna Google,1,2025-03-14 00:41:57,This is a shoppee shopping shoppe by cs smart cs resi nodes cs resched out of the resident fox just don't cut the admin for helping the resi fox don't like dropsiper not the expense area,Negative
Pengguna Google,5,2025-03-11 03:58:44,Order ok where is the system to buy money when buying processes,Neutral
Pengguna Google,4,2025-03-05 11:36:19,Comfortable Open the Video Direction Application Gak Adapulant,Positive
Pengguna Google,5,2025-02-24 06:58:26,"The year Dishopee is very comfortable shopping for money to guarantee money back shopping according to the message COD Check once, I used to help buy Dr. TEPUE SUCCESS SHOPEE BENDAHIN FREE Postage y y",Positive
Pengguna Google,5,2025-03-03 07:52:06,Online Shopping Believes COD Features Check Makes Comfortable Shopping Check Jamin Free Back Shopping Returns Right Postage Cheap Appeal Send Evaluation Courier Services,Negative
Pengguna Google,3,2025-03-16 08:42:22,It is difficult to find something to buy you to find Kudu Mah if you don't have to write something to find a store to find a store to throw away the time for the item to ask for a shopee,Negative
Pengguna Google,5,2025-03-13 04:16:41,"Asalamualaikum is very good please please be ashamed to bargain to give good quality goods prices may be expensive if you are cheap and cheap, bro, hope that the price is cheap with expensive quality.",Positive
Pengguna Google,5,2025-03-07 08:35:14,Shopee Cool Suitable Needs Sehr Electronic Civil Items Lai Enjoy Fast Shopee Send Fast,Positive
Pengguna Google,1,2025-02-27 15:00:45,"really using shopee but really disappointed times of cooking buying sm memory shoes Card canceled the base of the activity that is reasonable to use vouchers, if you give the voucher voucher using the cancel",Negative
Pengguna Google,2,2025-03-05 14:05:49,"Honestly, disappointed that the Setia Setia Shop Shopy Shopy has already been a million shopping shopping, shopping shopping for courier shops already knows between items ordered Shopi Shopi unfair Limit Limit Limit Limit Limit Limit is pretty good, okay",Negative
Pengguna Google,5,2025-03-15 12:40:25,"The recommendation is really buying items online, it comes according to the expectations, the courier is very friendly so I feel at home online shopping, online shopping",Positive
Pengguna Google,1,2025-03-16 04:46:21,"Daglog application voucher is not used to report CS, my account is normal, report, it's already used, using a voucher, using a shopping voucher, it's rarely strange",Neutral
Pengguna Google,2,2025-03-01 12:58:28,"It's really bad, just shopee, JNE cooperates, destroying rotten items on the road because it's really slow, so the unboxing video is rotten, right?",Negative
Pengguna Google,2,2025-03-16 10:23:41,"The shopee application is now not really in the video, it's hard to have a very stingy paylatner, it's really stingy to pay ontime not now",Negative
Pengguna Google,1,2025-02-23 10:22:42,the system is strange co -items on RB cancel automatic,Neutral
Pengguna Google,5,2025-03-10 22:24:38,Shopee Easily Bg People Have Wakru for Shopping Houses Need Shopee Work BS Like Shopping Transactions Office Hours Shopee Easily Coustemer Mil Choose Shopee Photo Shopping Items Select Coustemer BS Cash Transactions Non -Cash Denang of course Shopee is easy to receive goods buying items,Neutral
Pengguna Google,2,2025-03-10 09:15:53,"Shopee costs the cost, what cost if it's good and cheap shopping, it's not free, if it's free, it's free, if it's outside the area, it's just a different area",Negative
Pengguna Google,2,2025-03-08 20:43:33,Shopee Item according to Estimation of sending spaylater spinjam overpass is really disappointed,Negative
Pengguna Google,5,2025-03-05 04:16:25,Buy Easy Goods Quickly Choose Price Select Budget Thank You Shopee,Positive
Pengguna Google,1,2025-03-06 06:49:34,Shopee Disappointed Telephone Number Personal Data Protected LEGAL PROTECTS ONLINE LOVE ONLINE LOVE SPINGERS CONCERNING TIME BLOCKING NUMBERS NUMBERS,Negative
Pengguna Google,5,2025-03-02 06:49:29,Easy shopping for saving if you get a discount voucher for saving prices for poko best bgtt deh shopee,Positive
Pengguna Google,2,2025-03-08 01:31:35,"even though it helps in buying, it needs to be disappointed by the facilities",Neutral
Pengguna Google,4,2025-03-08 06:32:21,I can cut the chest to the process of delivering the cutting items of the day yesterday that it is not possible,Positive
Pengguna Google,1,2025-03-06 14:35:19,Shopee courier is not like a courier not the package according to the address of the courier not remote the area of ​​Tiris Krucil can just leave the stall,Negative
Pengguna Google,5,2025-03-01 04:53:26,now shopee is good especially again the item is not difficult to shop shopee easily the level of the servant Shopee,Positive
Pengguna Google,5,2025-03-07 02:27:15,good application please kastemer please order a correct check sometimes the message is different according to thank you,Positive
Pengguna Google,1,2025-03-03 19:14:09,Please delete the account because shopping hundred million pays off x reject because the Sunymusic Palembang shop buy Equalizer Send Empty Box Reject COD Severe Boss Correction of the Store Breaking the last buy EQulizer Send Pay Pay Shop because items Order Send Empty Boxes Als,Negative
Pengguna Google,3,2025-02-28 19:10:30,Update Ngeg Legal Login Logout Just Lot Try the Special Application Shopee Seller Center Selling BS Save Space,Negative
Pengguna Google,3,2025-02-27 19:28:57,"Shopee is really sending it according to the estimated stuck package, not changing the status of the sending of the sending of loyal loyal",Negative
Pengguna Google,5,2025-03-08 15:59:47,Oren Shop With Prices Always Slalu Shopee Cheap Prices Good Good Item free shipping now features Check payment paying goods not according to Tengkyu Shopee Slalu Slalu Langgan Shopee until choosing online shopping menu is easy to understand complicated rich online stores online,Positive
Pengguna Google,5,2025-02-28 02:22:22,Translation Error,Negative
Pengguna Google,1,2025-03-01 16:17:24,Please do good work on lots bnget shopee smoothly just a lot of lots make it disappointing to be okay lemottnya,Neutral
Pengguna Google,1,2025-03-15 03:32:37,"Surabaya Semarang there is no canceled if you don't send fast goods forced goods, SPX courier",Negative
Pengguna Google,5,2025-03-10 10:14:36,love shopee because it's easy to return the seller item cheats items according to the description,Negative
Pengguna Google,1,2025-03-13 13:41:12,Disappointed Deception Apk ordered items according to Cancel Pack Sending Checking,Negative
Pengguna Google,5,2025-03-09 18:41:40,Shopee Application Steady Shopping Complete Shopping Save Save Consumer Vouchers Satisfied,Positive
Pengguna Google,1,2025-03-02 11:36:23,really lazy to open shopee entering the apk immediately automatically play the video confused about dead discount or not like,Negative
Pengguna Google,5,2025-03-08 03:31:51,swearing to send a banget banget lot has been a sortir sort of the day long ago,Negative
Pengguna Google,1,2025-03-15 07:31:46,spx lots of stucks do not send it to the point of not moving to do not the chat admin chat tetep not just the result of the gk send it,Negative
